id,book,page,certainty,category,description,rooms,features,notes
crydee_387,Magician,463,implied,architecture,"A guard escorted them to the office of an assistant to the Royal Chancellor. Here they were made to wait for a half hour before the assistant would see them. They entered the man's office and were confronted by the Steward of the Royal Household, a self-important little man with a potbelly and a chronic wheeze when he spoke. ""What business do you gentlemen have?"" he inquired, making it clear that his estimation of them was provisional. ""We carry word to the King regarding the war,"" Laurie ans...",,door,Extracted from page 463
crydee_388,Magician,464,implied,architecture,"defense design though no longer needed as a moat. Graceful bridges could be seen arching above it, carrying people from one side of the river to the other. King Rodric sat, seemingly attentive to what Kasumi was saying.He toyed absently with a golden ball in his right hand, while Kasumi outlined in detail the Emperor's message of peace. ' Rodric was silent for a while after Kasumi finished, as if weighing; what he had heard. Kasumi handed a sheaf of documents to Duke Caldric, then waited for ...",,table,Extracted from page 464
crydee_389,Magician,465,implied,architecture,"two guards before the door. One guard opened the door for them, and they entered. Inside they found a bedroom with two large beds and a table with chairs in the corner. The chancellor said, ""Your arrival is poorly timed. Our King is, as you no doubt can see, a sick man, and I fear that he will not recover. I hope he will be better able to understand your message tomorrow. Please stay here until you are sent for. A meal will be brought to you."" He crossed over to the door, and before he left s...",,"table, chair, window, bed, door",Extracted from page 465
crydee_390,Magician,466,canon,architecture,"the Kingdom, and he is my King. I must do whatever I can to keep him from harming the Kingdom, even if the price is my life, but I canot raise arms against him, nor aid those who do. I don't know how things are with your world, Tsurani, but here I must stay. He is my King."" Kasumi nodded. ""I understand. In your place, I would do the same. ' You are a brave man, Duke Caldric."" The Duke stood. ""I am a tired man. The King has taken strong drink from my hand. He will drink from no other, for he f...",dungeon,"wall, door",Extracted from page 466
crydee_391,Magician,467,canon,architecture,"soldiers. Each time they had presented the Chancellor's warrant and were passed through. Now they approached the Duke's camp. The Tsurani Warlord had unleashed his major offensive. The Kingdom forces had held for a week, then collapsed, when ten thousand fresh Tsurani soldiers had come pouring through their lines, tipping the 'balance. The fighting had been bitter then, a raging, running battle lasting three days, before the Kingdom army was finally routed. When it was over, a large portion o...",,table,Extracted from page 467
crydee_392,Magician,468,unknown,architecture,"Duke of Crydee. And with Erland dead, you will also be heir to the throne by right of birth . ' Brucal sat heavily upon a stool near the map table. ""This is a heavy burden thrust upon you, Lyam, but others in the West will look to you for leadership as they once looked to your father. If there was ever any love between the two realms, it is now strained to the breaking point, with Guy upon the throne in Krondor. It is now clear for all to see, Bas-Tyra means to be King, for a mad Rodric canno...",,table,Extracted from page 468
crydee_393,Magician,469,canon,architecture,"were keeping a place for him. They signalled greetings as he left the aisle between the magicians' section and the imperial party's and joined them. Below, on the arena floor, some of the dwarf-like folk from Tsubar - the so-called Lost Land across the Sea of Blood - were fighting large insect creatures, like cho-ja but without intelligence. Soft wooden swords and essentially harmless bites from mandibles provided a conflict more comic than dangerous. The commoners and lesser nobles already i...",,bed,Extracted from page 469
crydee_394,Magician,470,canon,architecture,"tend to support your notions as refreshing and progressive, keep in mind that",,,Extracted from page 470
crydee_395,Magician,471,canon,architecture,"When the field was cleared, grounds keepers hurried outwith rakes and drags to smooth the sand. The sound of the trumpets could be heard again, and the first members of the imperial procession, heralds in the imperial white, entered. They carried long, curved trumpets, fashion from the horns of some large beast, which curled around their shoulders to end above their heads. They were followed by drummers who beat a steady tattoo. When they were in position in the front of the imperial box, the...",,,Extracted from page 471
crydee_396,Magician,472,implied,architecture,"A guard of soldiers left the floor, abandoning the sand to the prison- ers. Hochopepa said, ""Common criminals. There will be little sport.'' There seemed to be accuracy in the remark, for the prisoners were a sad-looking lot. Naked but for loincloths, they stood with weapons and shields that were foreign to them. Many were old and sick, seemingly lost and confused, holding their axes, swords, and spears loosely at their sides. The trumpet sounded the start of combat, and the old and sick ones...",,,Extracted from page 472
crydee_397,Magician,473,canon,architecture,"man approached cautiously, keeping equal distance between himself and both men, looking for an advantage. He had it a few seconds later. Using knife and sword, he jumped forward and dealt one of the combatants a blow to the side of the head that felled him. Shimone said, ""The idiot! Couldn't he see the other man is the stronger fighter? He should have waited until one man was clearly at an advantage, then struck at him, leaving the weaker opponent to fight."" Milamber felt shaky. Shimone, his ...",,,Extracted from page 473
crydee_398,Magician,474,canon,architecture,"afternoon light. They stood around looking relaxed, but the soldiers in the crowd recognized the subtle signs of tension common to fighters before a battle. After a minute the large double doors at the oppositte end of the stadium opened, and a six-legged horror came shambling into the arena. The harulth was all long teeth and sharp claws, complete with a belligerent attitude and a hide like armour, and close to the size of a Midkemian elephant. It hesitated only long enough to blink at the l...",,"bed, wall, door",Extracted from page 474
crydee_399,Magician,475,canon,architecture,"very far from home."" He swallowed hard, struggling against outrage, then said, ""He knows it is for nothing. Again and again he will march into this arena, to fight other creatures, other men, even friends from his homeland, and sooner or later he will die."" Hochopepa stared at Milamber, and Shimone looked confused. ""But for chance, I might have been with those below,"" added Milamber. ""Those who fought are men. They had families and homes, they loved and laughed. Now they wait to die."" Hochope...",tower,wall,Extracted from page 475
crydee_400,Magician,476,implied,architecture,"shouted in a clear voice, ""As these soldiers of the Thuril Confederacy' have violated the treaty between their own nations and the Empire, by:"" making war upon the soldiers of the Emperor, they have been cast out ""'' by their own people, who have named them outlaws and bound: them over for punishment. They will fight the captives from the world of Midkemia. All will strive until one is left standing."" The crowd cheered. The trumpet sounded, and the fighters squared off. The Midkemians crouche...",,,Extracted from page 476
crydee_401,Magician,477,canon,architecture,"guards came to kill them, they fought, driving them back. Finally bowmen on the wall had to shoot them down. It was a disgrace. The crowd rioted, and the games director was torn to bits. Over a hundred citizens died."" Milamber felt relief: at least he would be spared the spectacle of Katala's people and his own killing one another. Then the crowd began to shout their disapproval, jeering the reluctant combatants. Hochopepa nudged Milamber and said, ""The Warlord appears less than amused by thi...",,wall,Extracted from page 477
crydee_402,Magician,478,unknown,architecture,"guard captain conferred with the Warlord. Milamber felt a strange hot flush inside and for a moment battled a sudden impulse to use his powers to put the Warlord amid those below, to see how he fared against those who refused to die gracefully at his command. Then Almecho's voice rang out, silencing all those nearby. ""No, no bowmen. Those animals will not die a warrior's death."" He turned to one of his pet magicians and issued instructions. The black-robed man . nodded and began to incant. Mi...",,bed,Extracted from page 478
crydee_403,Magician,479,implied,architecture,"lamber regarded the soldiers and carpenters rushing onto the arena floor. The stunned Midkemians and Thuril were being bound like animals for slaughter, and the crowd's anger was reaching a dangerous level. Some of the younger officers of noble families in the lower levels of the stadium seemed ready to take swords and jump onto the sand, to contest personally for the prisoners' right to die as warriors. These had"" been valiant foemen, and many of those watching had fought against: both Thuri...",,,Extracted from page 479
crydee_404,Magician,480,implied,architecture,"spoke to a nearby guard. ""Those on the arena floor are to be released. They are free!"" The guard hesitated for a moment, then his Tsurani training came to the fore. ""Your will, Great One."" The Warlord shouted, ""You will stay!"" The crowd hissed with intaken breath. In the history of the Empire such a confrontation between Great One and Warlord had never occurred. The guard stopped, and Milamber spoke through a snarl. ""My words are as law. Go!"" Suddenly the guard was moving, and the Warlord scr...",,,Extracted from page 480
crydee_405,Magician,482,canon,architecture,"from their pedestals, and the huge gates were ripped from their hinges, in a crackling splintering of ancient wood. They moved from before the tunnels in a staggering, drunken walk, then fell to the sand, crushing those who lay before them. Many of the beasts below the arena were driven mad by the earthquake and thrashed in their cages, smashing locks and opening doors. They fled the tunnels and raced over the fallen gates; they bellowed, howled, and roared at the fire rain. Enraged by terror...",,"gate, door",Extracted from page 482
crydee_406,Magician,486,unknown,architecture,"""But you must go quickly. No soldier will try to stop you, for only a few outside the Holy City know of your actions, but the Warlord's pets may already be seeking you out. You caught our brothers by surprise at the games, and none singly could stand against you, but if they coordinate against you, even your vaunted powers will avail you little. You would have to kill another magician, or be killed in turn."" ""Yes, Fumita, I know. I must go. I have no desire to kill another magician, but I sha...",,,Extracted from page 486
crydee_407,Magician,487,canon,architecture,"ThE soLDIER JuMPED. One moment he had been sitting under a tree, shaded from the setting sun's heat, then the next moment a magician with a woman and child suddenly appeared before him. By the time he was on his feet, they were moving toward the rift machine, several hundred yards away. When they reached the machine, a platform with tall poles rising up on either side of it, between which a glimmering ""nothingness"" could be seen, an officer who was in charge of the troops moving through snapp...",Tower,,Extracted from page 487
crydee_408,Magician,488,implied,architecture,"Without another word they rode out of camp. Several times guards started to challenge them, but the sight of the black robe stopped them. They rode for hours in the moonlight. Milamber could hear the shouts of soldiers as he led his family to safety. Katala bore up under it all like the warriors she was descended from, and Milamber marveled at her. She had never sat a horse before, but she made no complaint. To be taken from her home and whisked away to a strange, dark world, where she knew n...",,bed,Extracted from page 488
crydee_409,Magician,489,canon,architecture,"Lyam swallowed hard, fighting back the tears, and spoke to Pug. ""When you were taken by the Tsurani, Father wished for some memorial in remembrance. He considered what would be proper, for you had shown bravery on three occasions, twice saving Kulgan's life in addition to my sister's. He judged the only thing you lacked was a name, for none knew your parentage. So he ordered a document drawn up and sent to the Royal Archives, inscribing your name on the rolls of the family conDoin, adopting y...",,wall,Extracted from page 489
crydee_410,Magician,491,unknown,architecture,"your father, for he has need of you. One more soldier dying will aid your nation little."" Kasumi bowed his head. ""Your will, Great One."" Kasumi embraced Laurie and left with Lyam. Kulgan said, ""You have told me so much that is difficult to absorb. I think for now we had best retire, for I feel the need of resting."" As the old magician rose, Pug said to him, ""There is one thing I have been waiting to ask. What of Tomas?"" ""Your childhood friend is well and with the elves of Elvandar. He is a wa...",,bed,Extracted from page 491
crydee_411,Magician,492,implied,architecture,"could hear the cheers of the soldiers as they saw the royal banner pass. Thousands of soldiers took up the cheer, for they had never seen the King before, and his presence served to lift their spirits, badly sagging since the rout by the Tsurani. Laurie and Pug stood off to one side of the command tent, but close enough to ensure they could hear what transpired. Duke Brucal kept his eyes on the King, but Lyam noticed the two and nodded his approval of their presence. The two lines of Royal Ho...",,,Extracted from page 492
crydee_412,Magician,493,canon,architecture,"Royal guards dismounted, and the soldiers of the West who stood nearby moved to stop them. ""Stop!"" commanded Brucal, and the western soldiers stopped. He turned to Lyam. ""On your word, we have civil war,"" he hissed. Lyam said, ""I submit, Your Majesty."" The western soldiers grumbled. The King said coldly, ""I shall have to hang you, you know. Take him to his tent and keep him there."" The guards complied. The King turned his attention to Brucal. ""Are you loyal to me, my lord Brucal, or shall the...",,,Extracted from page 493
crydee_413,Magician,494,implied,architecture,"""Which is all the more reason you must go to Crydee, Pug. If Lyam dies, then Arutha is heir to the crown. Once begun, the King cannot stop the killing until Arutha is dead. Even Martin-whose claim would be blemished by his illegitimacy-and Carline would be hunted down and killed. Perhaps Anita as well. Rodric would not risk a western heir to the throne. Upon Lyam's death, the bloodletting will not end until either Rodric or Arutha sits the throne of the Kingdom uncontested. You are the most p...",,,Extracted from page 494
crydee_414,Magician,495,canon,architecture,"Vandros left to join his soldiers, and soon there were few observen nearby. Kulgan, Pug, and the others moved off to one side, keeping clear of the King's gaze. The King said to the assembled nobles, ""We have had nine years of the western commander's tender ways. I shall lead the attack that will drive the foe from out of our lands."" He turned to Brucal. ""In deference to your advancing years, my lord Duke, I am giving command of the infantry to Duke Richard. You will stay here."" The old Duke ...",,,Extracted from page 495
crydee_415,Magician,496,canon,architecture,"keep them alive."" ""A fair assessment,"" conceded Kulgan. ""If there is anyone who could find a way out of this mess, it is Arutha. He has his father's courage, but he also has a mind as quick as Bas-Tyra's. He could weather the intrigues of court, though he hates them."" Kulgan smiled. ""When they were boys, we called Arutha the 'little storm cloud,' for when he got angry, he would turn to black looks and rumbles, while Lyam would be quick to anger, quick to fight, and quick to forget."" Kulgan's ...",,,Extracted from page 496
crydee_416,Magician,497,implied,architecture,"van rode a royal guardsman with the King held before him. The monarch's face was covered in blood, and he held to the saddle horn with his right hand, his other arm dangling limply at his side. They stopped : before the tent, and soldiers helped the King from the horse. They started to carry him inside, but he said, in a weak and slurred voice, ""No. Do not take me from the sun. Bring a chair so I may sit."" Nobles were riding up even as a chair was placed for the King. He was lowered into it a...",,chair,Extracted from page 497
crydee_417,Magician,498,canon,architecture,"dungeon was his death warrant, and I did nothing to halt it. Have mercy on Guy. He is an ambitious man, but not an evil one."" The King then spoke of his plans for the Kingdom, asking that they be continued, though with more regard for the populace. He spoke of many other things: of his boyhood, and his sorrow that he had never married. After a time his speech became too slurred to understand, and his head fell forward upon his chest. Brucal ordered guards to attend the King. They gently raise...",dungeon,,Extracted from page 498
crydee_418,Magician,499,canon,architecture,"keep your mouth shut, I'm ordering my own trusted troops to Krondor, under royal seal, to arrest Black Guy. They'll toss Bas-Tyra into the dungeon before his own men can stop them-there'll be enough loyal Krondorians around to ensure that. You can have him held until you reach Krondor, then cart him off to Rillanon for the coronation, either your own or Martin's. But you must act, or by the gods, we'll have Guy's lackeys brewing civil war within a day of your . naming Martin the true Heir. Do...",dungeon,,Extracted from page 499
crydee_419,Magician,500,implied,architecture,"""Hail, Lyam! Long live the Heir!"" The soldiers of the Kingdom roared their approval, doubly so, for many knew that hours ago the threat of civil war had hung over their heads. Men of both East and West embraced and celebrated, for a terrible future had been avoided. Lyam raised his hands, and soon all were silent. His voice rang out over their heads, and all could hear him say, ""Let no man rejoice this night. Let the drums be muffled and the trumpets blown low, for tonight we mourn a King."" B...",,,Extracted from page 500
crydee_420,Magician,501,implied,architecture,"ThE TsuRANI GUARDs, nervous and alert, tensed at the sound of an approaching rider. ""They come!"" one shouted, and men seized weapons and hurried to the barricades. The southern earthworks were still intact, but here at the western edge of the former salient the pickets had thrown up a hasty barrier of felled trees and shallow trenches. Bowmen stood ready, arrows notched, but the expected charge did not come. A single figure on horseback came into view. His hands were raised overhead, palms to...",,,Extracted from page 501
crydee_421,Magician,502,implied,architecture,"The commander bowed, then turned to his soldiers. ""Pass the word. We march . . . home."" Word that the emperor would agree to peace reached the camp four days later. Pug had given a message to Wataun to be carried through the rift. It bore the black seal of the Assembly, and no one would impede its swift delivery It had been addressed to Fumita asking him to carry word to the Holy City that the new King of the Realm would not require retribution but would accept peace. Lyam had shown visible e...",,,Extracted from page 502
crydee_422,Magician,503,implied,architecture,"soldier. I think you knew that. Then when I had finally decided to devote myself to study, the invasion began."" Pug smiled. ""I think you . felt sorry for me that day when I stood alone before the Duke's court, the only boy not called."" ""That is partly true, though I was the first to sense the power in you. And the judgment was borne out, no matter the amazing events required to bring your ability to fruition."" Pug sighed. ""Well, the Assembly is nothing if not complete in its training. Once th...",,,Extracted from page 503
crydee_423,Magician,504,canon,architecture,"keep them blunted until he possessed the wisdom to use them. Tomas stopped listening. ""It is something to the east, a mixture of rejoicing and a great sadness."" His voice sounded thick with emotion. ""An age is dying."" He rolled off the sleeping pallet and stood, powerful muscles revealed to Aglaranna's elven eyes in the dim light. He stood at the door of their sleeping chamber, looking out over Elvandar, listening to the sounds of the night. Everything appeared calm. The scent of the forest, ...",,"bed, door",Extracted from page 504
crydee_424,Magician,505,canon,architecture,"surrounded soldiers, mainly Hadati hillmen, auxiliaries to the garrison of Yabon. The Hadati sing his name and make sagas in his honor, such was his bravery. He passed thinking of his children, and his love for us all was undiminished. "" 'The King has also passed, and it has fallen to me to lead our . armies. Arutha, I would have you here, for we now are at the war's end. The Emperor is willing to make peace. We shall meet in the north valley of the Grey Towers in twenty-nine days' time, at n...",Tower,chair,Extracted from page 505
crydee_425,Magician,506,canon,architecture,"""How?"" asked Lyam. ""Our soldiers must still be a week from Krondor, maybe more."" The old Duke sat heavily in a chair. ""We found a hidden cage of messenger pigeons, belonging to the late Richard of Salador. One of his men sent word to Guy of Rodric's death, and your being named Heir. We've questioned the fellow, a valet of Richard's. He's admitted to being one of Bas-Tyra's spies in Richard's court. Guy's fled the city, knowing one of your first acts as King will be to have him hung. My guess ...",,"chair, bed",Extracted from page 506
crydee_426,Magician,507,unknown,architecture,"was reassured that the mirthful boy he had known in Crydee was as much present in this young man as the Dragon Lord. ""Everything will be fine,"" said Tomas in a whisper. ""We have,"" said Tathar, ""come to judge this business done, for Tomas is no longer to be feared as an Old One."" Aglaranna said, ""That is happy news indeed. But is this then cause for a council?"" ""No, lady. Something else must also be laid to rest. For while we no longer fear Tomas, still we will not place ourselves under his ru...",,bed,Extracted from page 507
crydee_427,Magician,508,canon,architecture,"soon others were coming to investigate the unusual display of activity in the council. They in turn joined in the celebration, for all knew of the Queen's love for the warrior in white and gold, and they judged him a fit consort. Calin said, ""You are wise in our ways, Tomas. Had you done otherwise, there would have been strife, or lingering doubt. I thank you for your prudence."" Tomas took his hand in a firm grip. ""It is only just, Calin. Your claim is without question. When your Queen and I ...",,gate,Extracted from page 508
crydee_428,Magician,509,implied,architecture,"Crydee. Besides,"" he said with a grin, ""I fear young Garret is growing overly content to rest and partake of your largess. I must harry him along the trail before he gets fat."" ""You'll stay for the wedding?"" asked Tomas. As Martin began to apologize, Aglaranna said, ""The ceremony can be tomorrow."" Martin conceded. ""One more day? I will be pleased. Another shout went up, and Tomas could see Dolgan pushing through the crowd. When the dwarf chief stood before them, he said, ""We were not invited ...",,,Extracted from page 509
crydee_429,Magician,511,canon,architecture,"rank. Every elf who was not keeping watch over the outworlders came to stand before them, pledging loyalty and offering blessings on the union. The dwarves also offered their congratulations and joined in the festivities wholeheartedly, filling the glades of Elvandar with their boisterous singing. Long into the night the celebration wore on. Suddenly Tomas stiffened. A chilled wind seemed to pass through him. Aglaranna gripped his arm, sensing something amiss. ""Husband, what is it?"" Tomas sta...",,,Extracted from page 511
crydee_430,Magician,512,unknown,architecture,"and the Lord of Crydee are dead. Lyam is now Heir."" Tomas noticed Martin. The Huntmaster's face was drained of blood. His features remained impassive, but it was clear to Tomas that Martin was rocked by the news. Tomas turned toward Macros. 'I knew not the King, but the Duke was a fine man. I am sorry for such news."" Macros went over to Martin. Martin watched the sorcerer, for while he had never met him, he knew him by reputation, having been told by Arutha of the meeting upon his island and ...",,,Extracted from page 512
crydee_431,Magician,513,canon,architecture,"ARuthA SAT upon his father's throne, alone in the great hall. He held the message from his brother, which he had read several times, trying to understand that their father was truly gone. Grief sat heavy upon him Carline had taken the news well. She had gone to the quiet garden beside the keep, to be alone with her thoughts. Thoughts ran riot through Arutha's mind. He remembered the time his father had taken him hunting, then another time when he come back from hunting with Martin Longbow and...","great hall, dungeon",door,Extracted from page 513
crydee_432,Magician,514,canon,architecture,"someday become Earl of some minor keep, or perhaps seek a career as an officer in one of the Border Barons' armies. But I had never thought ' to rule. I am not sure I welcome being Duke of Grydee, let alone Prince of Krondor. Besides, Lyam will marry, I am sure-he always caught the girls' eyes, and as King he'll certainly have his pick. When he has a son, the boy can be Prince of Krondor."" Anita shook her head firmly. ""No, Arutha. There is too much work to be done now. The Western Realm needs...",,table,Extracted from page 514
crydee_433,Magician,516,canon,architecture,"control, and the desire of the keep boy to nurture and nourish. But should you fail in this task I set before you, should you stint in resolve when the moment is nigh, then know with dread certainty, this world upon which we stand shall be lost, lost beyond recalling. This on my most holy oath is the truth."" ""Then I shall do as you instruct."" Macros smiled. ""Go then to your wife, Prince Consort of Elvandar, but when it is time, marshal your army. I go to Stone Mountain, for Harthorn and his s...",,,Extracted from page 516
crydee_434,Magician,517,canon,architecture,"the Kingdom, all the duchies from Crydee in the west to Ran in the east. Kulgan noticed his former student's far-off gaze and tapped him on the shoulder with the long staff he was holding. ""Are you all right?"" Pug turned. ""I'm fine. I was just a little overwhelmed for a moment, engulfed in memories. It seems strange to see this day, in a way. Both sides of the war were bitter enemies, and yet I have ties with both lands. I find I have feelings I've yet to explore."" Kulgan smiled. ""There will ...",,,Extracted from page 517
crydee_435,Magician,518,unknown,architecture,"a gift prepared for you."" He signaled, and a soldier trotted out from the Kingdom lines, leading a beautiful black war-horse behind. A black saddle set with gold was upon its back, and from the saddle horn hung a broadsword, with a jeweled scabbard and hilt. Ichindar regarded the horse with a little skepticism, but was awed by the workmanship of the sword. He hefted the great blade and said, ""You honor me, Prince Lyam."" ' Ichindar turned to one of his escorts, who ordered a chest carried forw...",,,Extracted from page 518
crydee_436,Magician,519,implied,architecture,"command for a pavilion to be erected. A dozen soldiers galloped forMrard and dismounted. Several carried poles and bolts of material. In short order a large, open-sided pavilion was erected. Chairs and a table were set up under the covering. Other soldiers brought wine and food and placed them upon the table. Pug pulled out a large cushioned chair for the Emperor, as Arutha did for his brother. The two rulers sat, and Ichindar said, ""This is quite a bit more comfortable than my throne. I must...",,"table, Chair, bed, chair",Extracted from page 519
crydee_437,Magician,520,canon,architecture,"The guard obeyed. When he was halfway to the woods, a shout went up from the trees, and green-clad elves and armored dwarves came running forward. Battle chants and cries filled the air. Ichindar looked at the onrushing figures in confusion. Several of his companions drew weapons. A soldier from the Tsurani lines dashed to the pavilion and cried, ""Majesty, we are undone. It is a trap!"" : 'Every Tsurani backed away, swords drawn. Ichindar shouted, ""Is this .. how you treat for peace? Mouthing ...",,,Extracted from page 520
crydee_438,Magician,521,canon,architecture,"within the Empire, only those soldiers belonging to the clans of the War Party. Until now you had many hidden allies, blocking a major effort against the Kingdom. But now this betrayal has inflamed the one man who can command unquestioned obedience from all the clans of the Empire. Ichindar can order every clan of Tsuranuanni to marshal! ""You've never faced more than thirty thousand warriors along all fronts. By tomorrow those thirty thousand can be back in this valley. In a week double again...",,"bed, wall",Extracted from page 521
crydee_439,Magician,522,canon,architecture,"arriving soldiers to the north line to meet the new threat. A shout from the left caused him to turn. A tall warrior, clad in white and gold, was cutting a swath through the Tsurani guards, heading straight for the Light of Heaven. All the Tsurani lords rushed to cut him off. A clan Force Leader stood nearby. He raced to the Emperor and shouted, ""Your Majesty, you must leave. We can hold only a short while. If you are lost, the Empire is without a heart, and the gods will turn their faces fro...",,wall,Extracted from page 522
crydee_440,Magician,523,canon,architecture,"They could see the flood of Tsurani soldiers coming through the rift. ""If . Lyam does not reach the machine after the next charge, the Tsurani will gain in strength as we weaken. "" Pug said, ""He can bottle them up only if he can station bowmen at the entrance to the rift. A steady stream of bowfire through it should keep them back long enough to erect some sort of barrier. Then we might be able to render it inoperative."" Laurie said, ""Can't it be destroyed? The other way is fraught with risk....",,wall,Extracted from page 523
crydee_441,Magician,524,canon,architecture,"advantage of the charge was offset by the milling swarm of foot soldiers who cut horses out from under riders, or conspired to pull horsemen to the ground, the balance returned. A sea of battling figures could be seen around the rift machine. There was no organization, and little discipline. Men fought to survive, not for any gain in position. The sounds of metal clashing against hardened wood and hides rang through the valley. Everywhere the onlookers turned their attention, blood flowed, an...",,bed,Extracted from page 524
crydee_442,Magician,525,canon,architecture,"those who stood atop the towers of the Assembly. I only turned it to another place, balking the Enemy's design, and that at great risk. Now this rift is a controlled thing, firmly anchored in Kelewan, managed by a machine. That which controls it, many intricate spells, keeping it in harmony with Midkemia, keeps me from manipulating it. All I may do is end it, but for that I need help. ""Before we end this particular drama, I would say this to you: you will understand most things after you reac...",tower,,Extracted from page 525
crydee_443,Magician,526,canon,architecture,"greater rank, started shouting orders to ready the shield wall for another assault. The Kingdom forces were slowly regrouping. They did not attack, but took up position opposite the Tsurani. The Force Commander waited, while his soldiers made ready the lines. On all sides Kingdom horsemen stood ready, but still they did not come. Slowly the tension grew. The Force Commander ordered a platform raised. Four Tsurani grabbed a shield, he stood upon it, and they lifted him up. His eyes widened. ""T...",,"bed, wall",Extracted from page 526
crydee_444,Magician,527,canon,architecture,"""Their entire army is in the field."" He swallowed hard, the usual Tsurani impassivity broken. ""Mother of gods! There must be thirty thousand of them."" ""Then we shall give them a battle worthy of a ballad before we die,"" . said the Subcommander. The Force Commander looked about him. On all sides stood bleeding, wounded, and dazed soldiers. Of the Kingdom armies arrayed against them, only a third had fought. Fully twenty thousand rested soldiers approached four thousand Tsurani, half of them un...",,wall,Extracted from page 527
crydee_445,Magician,528,canon,architecture,"at the change in Tomas, for his old friend was now a towering figure who resembled an elf as much as a human. Lyam was too exhausted for outrage. He looked at the Warleader of Elvandar and said quietly, ""What cause did you have to attack, Tomas?"" The Prince Consort of the elves said, ""The Tsurani drew weapons, Lyam. They were ready to attack the pavilion. Could you not see?"" In spite of his fatigue, Lyam's voice rose. ""I saw only your host attack a conference of peace. I saw nothing in the Ts...",tower,,Extracted from page 528
crydee_446,Magician,529,implied,architecture,"soldiers of the Kingdom knew they would not have to risk death or injury tomorrow. Songs rang out from around campfires, and laughter came from all quarters. It mattered little to most that others lay wounded in tents, tended by the priests, and that some would not live to see the first day of peace, or taste the fruits of victory. All the celebrants knew was that they were among the living, and they reveled in the fact. Later there would be time for mourning lost comrades. Now they drank in ...",,,Extracted from page 529
crydee_447,Magician,530,implied,architecture,"Kingdom soldiers?"" Kasumi's expression softened, revealing his shame. ""I have been among your people, Great One. I may have forgotten my Tsurani training. I have brought dishonor upon my house. When the Prince has disposed of my men, I will ask permission to take my own life, though it may be too much of an honor for him to grant."" Brucal and others looked shocked at this. Lyam showed no expression, but simply said, ""You have earned no dishonor. You would have aided no cause in dying. There c...",,,Extracted from page 530
crydee_448,Magician,531,unknown,architecture,"guard for the Emperor. From what I have heard said here, we have been used by this sorcerer as much as anyone. I would not have any more blood spilled on his account. I thank Your Highness."" Lord Vandros said, ""I think a Knight-Captaincy would be proper for the leader of nearly four thousand. Do you agree, my lord Duke?"" Brucal nodded in agreement, and Vandros said, ""Come, Captain, we should speak with your new command."" Kasumi rose, bowed to Lyam, and left with the Earl of LaMut. Arutha touc...",,,Extracted from page 531
crydee_449,Magician,534,canon,architecture,"anxious to reach the castle of Macros, for they had more questions than the others. Arutha was also curious, after resigning himself to the voyage. He found he also had little desire to take part in the long funeral procession that had left from Ylith the day they sailed. He had buried his grief for his father deep inside and would deal with it in his own time. Laurie had stayed with Kasumi to aid the assimilation of the Tsurani soldiers into the LaMutian garrison, and would meet them later i...",,,Extracted from page 534
crydee_450,Magician,535,canon,architecture,"Kulgan said nothing, being occupied with observing the castle they were approaching. The strange blue light that had been so visible when they had last visited the island was absent from the window of the high tower. The castle had the look of a place deserted, without movement or sound. The drawbridge was down and the portcullis raised. Meecham observed, ""At least we won't have to storm the place."" When they reached the edge of the drawbridge, they halted. The castle rose above them, its hig...",tower,"stair, wall, window, door",Extracted from page 535
crydee_451,Magician,536,canon,architecture,"usual heraldic banners, this hall looked much like the one in castle Crydee. ""My master has left explicit instructions for your visit, as much as was possible to anticipate, so I have prepared the' castle for your arrival. Would you care for some refreshments? There are food and wine ready."" Kulgan shook his head. He was unsure of what this creature was, but he was not overly comfortable with anything that so resembled a servant of the Dark Brotherhood. ""Macros said there would be a message. ...",tower,"stair, table, wall, door",Extracted from page 536
crydee_452,Magician,539,canon,architecture,"close the rift, with so much to be gained by keeping it open? Perhaps, perhaps not, but in any event there would have been the all-too-human temptation to keep it open 'just a little longer.' I think he knew that and was ensuring there would be no choice."" Kulgan returned to reading the scroll. "" 'As to what will happen now, I cannot say. My seeing of the future ends with the explosion of the rift. Whether it is, finally, my appointed hour, or simply the beginning of some new era of my existe...",,"table, door",Extracted from page 539
crydee_453,Magician,541,canon,architecture,"courtyard and bid them a safe journey at the door of the keep. When the large doors had closed behind them, Meecham said, ""This fellow Macros seems to have raised five questions for each he answered."" Kulgan said, ""You have that right, old friend. Perhaps we will gain ""''-'additional knowledge from his notes, and other works. Perhaps not, and ~maybe that's the right of it."" 34 RiLlaNON WAS IN A FESTIVE MOOD. Everywhere banners rippled in the breeze, and garlands of summer flowers replaced the...",courtyard,door,Extracted from page 541
crydee_454,Magician,542,canon,architecture,"first keep remained. The only clue they were entering the ancient halls was the sudden appearance of dark stone walls, worn smooth by time. Two guards stood watch by a door over which was carved a bas-relief crest of the conDoin kings, a crowned lion hdding a sword in its claws. The page said, ""Prince Arutha,"" and the guards opened the door. Arutha stepped through into a small anteroom, with a long flight of stairs leading down. He followed the stairs past rows of brightly burning torches tha...",,"stair, wall, bed, door",Extracted from page 542
